Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Consultant Services Required,Project URL,Board Approval Date,Project Closing Date,Last Stage Reached,Financing Type,Current Project Cost,IBRD Commitment,IDA Commitment,Total IDA and IBRD Commitment,Grant Amount,Borrower,Lending Instrument,Environmental Assessment Category,Environmental and Social Risk,Sector 1,Sector 2,Sector 3,Theme 1,Theme 2
P128968,Latin America and Caribbean,Federative Republic of Brazil,Closed,BR Marine Protected Areas Project,"The Project's Global Environmental Objective (GEO) is the same as the Project's Development Objective (PDO), namely, (a) to support the expansion of globally significant, representative and effective Marine and Coastal Protected Area System in Brazil, and (b) to i dentify mechanisms for its financial sustainability.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P128968,2014-09-19T00:00:00Z,3/31/2020,,,117860000,,,117860000,"18,200,000",,Investment Project Financing,B,,"Other Agriculture, Fishing and Forestry",,,,
P143376,Latin America and Caribbean,Federative Republic of Brazil,Closed,Rural Environmental Cadastre and Fire Prevention in Bahia State Project,"<span style=""font-size:12px""><span style=""font-family:arial,helvetica,sans-serif"">The Project&rsquo;s main objective is to promote the reduction of climate change impacts in the Cerrado of the west of the Bahia State by: (i) promoting the environmental regularization of landholdings in the targeted municipalities and support actions to promote recovery of environmental liabilities; and (ii) strengthening the State&rsquo;s capacity to prevent and combat forest fires through the integration of local actors and promoting the adoption of sustainable production practices in the targeted municipalities. </span></span>",,,https://projects.worldbank.org/en/projects-operations/project-detail/P143376,2014-09-12T00:00:00Z,12/31/2017,,,4400000,,,4400000,"4,400,000",,Investment Project Financing,B,,"Public Administration - Agriculture, Fishing & Forestry","Other Agriculture, Fishing and Forestry",,,
P130378,Latin America and Caribbean,Republic of Chile,Closed,Market Instruments for climate change mitigation in Chile,"The objectives of the Project are to provide technical assistance to the Beneficiary in the design and implementation of a Monitoring, Reporting and Verification (MRV) framework and registry, and the design and preparation of one or more carbon pricing instruments in the energy sector.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P130378,2014-08-27T00:00:00Z,8/31/2019,,,3000000,,,3000000,"4,980,000",,Investment Project Financing,,,Other Energy and Extractives,,,,
P127338,Latin America and Caribbean,Belize,Closed,Climate Resilient Infrastructure,"The objectives of the Project are: (a) to enhance the resilience of road infrastructure against flood risk and impacts of climatecha nge; and (b) to improve the Borrower's capacity to respond promptly and effectively in an Eligible Crisis or Emergency, asrequired.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P127338,2014-08-27T00:00:00Z,8/30/2021,,,30000000,,,30000000,,,Investment Project Financing,B,,Urban Transport,"Other Water Supply, Sanitation and Waste Management","Public Administration - Agriculture, Fishing & Forestry",,
P145732,Latin America and Caribbean,Republic of Colombia,Closed,CO Mainstreaming Sust. Cattle Ranching Project AF,The proposed Project Development Objective is to improve the sustainability and productivity of cattle ranching in Colombia through the adoption of biodiversity-friendly silvopastoral production systems.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P145732,2014-08-04T00:00:00Z,,,,20700000,,,20700000,,,Investment Project Financing,B,,"Other Agriculture, Fishing and Forestry","Agricultural Extension, Research, and Other Support Activities",Fisheries,,
P147984,Latin America and Caribbean,Federative Republic of Brazil,Closed,BR Bahia DPL,"The Program Development Objective of this operation is to improve fiscal management and the policy framework for territorial planning and tailor selected public services to the needs of women, afro-descendants and minorities",,,https://projects.worldbank.org/en/projects-operations/project-detail/P147984,2014-07-30T00:00:00Z,1/31/2016,,,400000000,,,400000000,,,Development Policy Lending,,,Social Protection,Central Government (Central Agencies),Health,,
P147665,Latin America and Caribbean,Jamaica,Active,Jamaica Foundations for Competitiveness and Growth,To strengthen the business environment in Jamaica for private sector investment.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P147665,2014-07-25T00:00:00Z,3/31/2024,,,50000000,,,50000000,,,Investment Project Financing,B,,"Other Industry, Trade and Services","Public Administration - Industry, Trade and Services",Banking Institutions,,
P129640,Latin America and Caribbean,Plurinational State of Bolivia,Closed,Bolivia Climate Resilience - Integrated Basin Management,The objective of the Project is to support the implementation of Borrower's Strategic Program for Climate Resilience by:(a)strength ening the Borrower's institutional capacity to define the new integrated river basin management approach to climatechange adaptation ; and (b) supporting its implementation in three pilot subbasins in the Rio Grande basin.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P129640,2014-07-25T00:00:00Z,12/31/2020,,,71400000,,,71400000,"91,000,000",,Investment Project Financing,,,Irrigation and Drainage,"Other Water Supply, Sanitation and Waste Management","Public Administration - Water, Sanitation and Waste Management",,
P143184,Latin America and Caribbean,Federative Republic of Brazil,Closed,SUSTAINABLE PROD. IN AREAS PREVIOUSLY CONVERTED TO AGRICULTURAL USE,The objective of the Project is to promote the adoption of selected sustainable low carbon emissions agricultural technologies by mid-sized producers in the Cerrado Region.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P143184,2014-07-18T00:00:00Z,11/20/2019,,,11130000,,,11130000,0,,Investment Project Financing,B,,"Agricultural Extension, Research, and Other Support Activities","Public Administration - Agriculture, Fishing & Forestry",Forestry,,
P148013,Latin America and Caribbean,Jamaica,Closed,JM Youth Employment in Digital and Animation Industries,The Proposed Development Objective for this operation is to support youth employment in the digital and animation industries in Jamaica,,,https://projects.worldbank.org/en/projects-operations/project-detail/P148013,2014-07-18T00:00:00Z,7/30/2021,,,20000000,,,20000000,,,Investment Project Financing,C,,Social Protection,ICT Services,Other Education,,
P132570,Latin America and Caribbean,Caribbean,Closed,Mobile Innovation Project under EPIC,The Caribbean Mobile Innovation Project (CMIP) aims (1) to strengthen the Caribbean mobile innovation ecosystem and (2) to enable su stainable and competitive mobile enterprises to grow.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P132570,2014-07-10T00:00:00Z,11/30/2018,,,3000000,,,3000000,,,Investment Project Financing,C,,ICT Services,Public Administration - Information and Communications Technologies,Other Information and Communications Technologies,,
P146688,Latin America and Caribbean,Jamaica,Closed,Jamaica Strategic Public Sector Transformation,The Project Development Objective (PDO) is to strengthen public resource management and support selected public sector institutions in facilitating a more enabling environment for private sector growth.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P146688,2014-07-07T00:00:00Z,12/31/2021,,,37636000,,,37636000,,,Investment Project Financing,,,Central Government (Central Agencies),Public Administration - Information and Communications Technologies,,,
P147152,Latin America and Caribbean,Grenada,Closed,Grenada First Programmatic Resilience Building DPC,The Program Development Objective of the proposed DPC/DPL series is to support Grenada in implementing a program of policy and institutional reforms to: (i) create conditions for private investment in a sustainable manner; (ii) support improved public resourcemanagement; and (iii) enhance resilience against natural disasters and key elements of resilience in the banking sector.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P147152,2014-06-30T00:00:00Z,6/29/2015,,,15000000,,,15000000,,,Development Policy Lending,,,"Other Industry, Trade and Services","Agricultural markets, commercialization and agri-business",Other Public Administration,,
P147166,Latin America and Caribbean,Republic of Haiti,Closed,HRF Grant for Strengthening Governance in Education and Water Sectors,The Program Development Objective is to strengthen transparency and institutions for budget management in education and water and sanitation.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P147166,2014-06-30T00:00:00Z,12/31/2015,,,17580000,,,17580000,,,Development Policy Lending,,,Other Education,Water Supply,Other Public Administration,,
P148083,Latin America and Caribbean,Federative Republic of Brazil,Closed,RS: Strengthening Fiscal and Water Resources Management DPL,The Project Development Objective is to strengthen fiscal management and to support governmentís effort towards integrated water resources management,,,https://projects.worldbank.org/en/projects-operations/project-detail/P148083,2014-06-27T00:00:00Z,12/31/2015,,,280000000,,,280000000,,,Development Policy Lending,,,Sub-National Government,"Other Water Supply, Sanitation and Waste Management",Irrigation and Drainage,,
P147157,Latin America and Caribbean,Federative Republic of Brazil,Closed,BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT,"To increase market integration, net revenues, and food security of organized beneficiaries; as well as to improve access to water supply and sanitation services of households in Project areas.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P147157,2014-06-27T00:00:00Z,12/30/2022,,,260000000,,,260000000,,,Investment Project Financing,B,,"Other Agriculture, Fishing and Forestry",Water Supply,Sanitation,,
P147608,Latin America and Caribbean,Republic of Haiti,Closed,AF for Haiti Education for All Project Phase II,The objective of the Project is to support: (i) enrollment of students in select non-public primary schools in disadvantagedareas;(ii) student attendance in select public and non-public primary schools in disadvantaged areas; and (iii) strengthened management of the Recipient's primary education sector.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P147608,2014-06-25T00:00:00Z,,,,14750000,,,14750000,"14,750,000",,Investment Project Financing,B,,Primary Education,,,,
P146845,Latin America and Caribbean,Republic of Nicaragua,Closed,Additional Financing Rural Roads Infrastructure Improvement Project,"The Project Development Objectives are to: (a) improve the access of the rural population living in the Project areas to markets, and to social and administrative services through: (i) the carrying out of improvements in the Recipient's road infrastructure, and (ii) the strengthening of MTI's institutional capacity for asset and disaster risk management; and (b) support the generation of short-term employment opportunities for the rural population living in the Project areas.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P146845,2014-06-25T00:00:00Z,,,,66470000,,,66470000,,,Investment Project Financing,B,,Rural and Inter-Urban Roads,Public Administration - Transportation,,,
P149116,Latin America and Caribbean,Republic of Haiti,Closed,Haiti - Urban Community Driven Development Project - AF,"To improve access to, and satisfaction with: (i) basic and social infrastructure and services, including housing repair, reconstruction and community infrastructure improvements needed as a result of the Emergency; and (ii) income-generating opportunities for residents of selected disadvantaged urban areas.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P149116,2014-06-20T00:00:00Z,,,,7500000,,,7500000,,,Investment Project Financing,B,,"Other Water Supply, Sanitation and Waste Management",Social Protection,Other Public Administration,,
P149895,Latin America and Caribbean,Republic of Nicaragua,Closed,Nicaragua Catastrophe Risk Insurance Project,The Project Development Objective is to enable access of Nicaragua to efficient sovereign risk insurance associated with geophysical  and climate-related events.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P149895,2014-06-18T00:00:00Z,6/30/2021,,,12000000,,,12000000,,,Investment Project Financing,,,Insurance and Pension,,,,
P147051,Latin America and Caribbean,Plurinational State of Bolivia,Closed,BO Strengthening Statistical Capacity AF,"The project development objective is to strengthen the statistical capacity and improve the informational base of the Recipient, in order to provide quality information, as defined by its reliability, timeliness, accuracy and representativeness with the level of d isaggregation necessary to support systems for planning, designing, monitoring and evaluating public programs and policies.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P147051,2014-06-18T00:00:00Z,,,,26162275,,,26162275,,,Investment Project Financing,C,,Central Government (Central Agencies),Sub-National Government,"Public Administration - Agriculture, Fishing & Forestry",,
P133738,Latin America and Caribbean,Republic of Guatemala,Closed,Enhanced Fiscal and Financial Management for Greater Opportunities DPL,The Program Development Objective of the Development Policy Loan (DPL) series is to support the Government of Guatemala to (i) strengthen tax administration and tax policy; (ii) strengthen budget management and increase the results orientation of public spending; and (iii) improve the management and coordination of social policies.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P133738,2014-06-17T00:00:00Z,3/31/2015,,,340000000,,,340000000,,,Development Policy Lending,,,Central Government (Central Agencies),Social Protection,,,
P145578,Latin America and Caribbean,United Mexican States,Closed,MX Oaxaca WSS Sector Modernization,"The Program Development Objective is to support the improvement of the institutional framework of the water supply and sanitation s ector of the State of Oaxaca, and to improve the quality and sustainability of water supply service in selected urban areas.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P145578,2014-06-06T00:00:00Z,1/31/2021,,,55000000,,,55000000,,,Program-for-Results Financing,,,Sanitation,Water Supply,"Public Administration - Water, Sanitation and Waste Management",,
P127226,Latin America and Caribbean,St. Lucia,Active,Saint Lucia Disaster Vulnerability Reduction Project,The Project Development Objective (PDO) is to reduce vulnerability to natural hazards and climate change impacts in Saint Lucia.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P127226,2014-06-04T00:00:00Z,6/30/2023,,,68000000,,,68000000,"27,000,000",,Investment Project Financing,B,,Rural and Inter-Urban Roads,Social Protection,"Other Water Supply, Sanitation and Waste Management",,
P147924,Latin America and Caribbean,Co-operative Republic of Guyana,Active,Guyana Secondary Education Improvement,"The objective of the Project is to: (i) strengthen the capacity of secondary school mathematics teachers nationwide, and (ii) increase enrollment in General Secondary Schools in targeted regions.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P147924,2014-06-04T00:00:00Z,6/30/2023,,,23500000,,,23500000,,,Investment Project Financing,B,,Secondary Education,Public Administration - Education,,,
P147250,Latin America and Caribbean,Co-operative Republic of Guyana,Active,GY Flood Risk Management,The objective of the project is to reduce the risk of flooding in the low-lying areas of the East Demerara.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P147250,2014-06-04T00:00:00Z,12/31/2024,,,11890000,,,11890000,,,Investment Project Financing,B,,"Other Water Supply, Sanitation and Waste Management","Public Administration - Water, Sanitation and Waste Management",Other Transportation,,
P127837,Latin America and Caribbean,Plurinational State of Bolivia,Closed,Access and Renewable Energy Project,The proposed objective of the Project is to expand access to electricity in the Plurinational State of Bolivia&rsquo;s unserved areas under a model of electricity access expansion that supports the implementation of the national decentralized framework.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P127837,2014-05-27T00:00:00Z,4/30/2019,,,59150000,,,59150000,,,Investment Project Financing,B,,Energy Transmission and Distribution,Renewable Energy Solar,Public Administration - Energy and Extractives,,
P147979,Latin America and Caribbean,Federative Republic of Brazil,Closed,BR Amazonas DPL,To assist the Government of Amazonas to (i) improve tax administration and procurement procedures and to (ii) strengthen the delivery of citizen security services and women's access to justice and social services.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P147979,2014-05-23T00:00:00Z,1/31/2016,,,216000000,,,216000000,,,Development Policy Lending,,,Sub-National Government,Social Protection,,,
P144614,Latin America and Caribbean,Republic of Haiti,Closed,Cultural Heritage Preservation and Tourism Sector Support Project,"The objectives of the Project are to:  (a) increase the attractiveness of the cultural heritage sites in North of Haiti for tourists; (b) improve the living environment for the residents living in North of Haiti; and (c) support the Recipientís capacity to respond promptly and effectively to an Eligible Emergency, as needed.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P144614,2014-05-19T00:00:00Z,7/29/2022,,,45000000,,,45000000,,,Investment Project Financing,B,,Other Public Administration,Social Protection,"Other Water Supply, Sanitation and Waste Management",,
P133352,Latin America and Caribbean,Republic of Haiti,Closed,HT Center and Artibonite Regional Development,"The objectives of the Project are to:  (a) support the development of the Centre Artibonite Loop region, primarily by enhancing all-weather connectivity and logistics for producers, and the regionís resilience to climate change; and (b) support the Recipientís capacity to respond promptly and effectively to an Eligible Emergency, as needed.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P133352,2014-05-19T00:00:00Z,8/31/2020,,,58000000,,,58000000,"8,000,000",,Investment Project Financing,B,,Rural and Inter-Urban Roads,Other Public Administration,"Agricultural markets, commercialization and agri-business",,
P130664,Latin America and Caribbean,Plurinational State of Bolivia,Closed,Integrated Community-Driven Territorial Development for Remote Communities in the Amazon,The objective of the Project is to pilot a participatory sustainable territorial planning model for the Eligible Communities through small investments projects and improved participation in municipal land-use planning.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P130664,2014-05-16T00:00:00Z,5/16/2017,,,2215000,,,2215000,,,Specific Investment Loan,B,,"Other Agriculture, Fishing and Forestry",Rural and Inter-Urban Roads,,,
P143995,Latin America and Caribbean,Plurinational State of Bolivia,Closed,Bolivia: Improving Employability and Labor Income of Youth Project,The objective of the Project is to improve employability and labor income of poor youth by supporting the expansion of the Skills Development Programs in Selected Cities.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P143995,2014-05-15T00:00:00Z,12/31/2021,,,21500000,,,21500000,,,Investment Project Financing,C,,Secondary Education,Social Protection,Public Administration - Social Protection,,
P146768,Latin America and Caribbean,St. Vincent and the Grenadines,Closed,Regional Disaster Vulnerability Reduction Project (Additional Finance),The Program aims at measurably reducing vulnerability to natural hazards and climate change impacts in the Eastern Caribbean Sub-region.  The objective of the Project in Grenada is to measurably reduce vulnerability to natural hazards and climate change impacts in Grenada and in the Eastern Caribbean Sub-region.  The objective of the Project in Saint Vincent and the Grenadines is to measurably reduce vulnerability to natural hazards and climate change impacts in Saint Vincent and the Grenadines and in the Eastern Caribbean Sub-region.  The achievement of the Program Development Objectives of the Regional Disaster Vulnerability Reduction Program (RDVRP) would be measured using the following key indicators:  (a) Reduced risk of OECS population to failure of public buildings and infrastructure due to natural hazards or climate change impacts; and  (b) Increased capacity of OECS Governments to identify and monitor climate risk and impacts.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P146768,2014-05-09T00:00:00Z,,,,40600000,,,40600000,,,Investment Project Financing,B,,"Other Water Supply, Sanitation and Waste Management",Urban Transport,Public Administration - Transportation,,
P129992,Latin America and Caribbean,Commonwealth of Dominica,Active,Third Phase Disaster Vuln.Reduction APL for Dominica,"The objective of the Project is to reduce vulnerability to natural hazards and climate change impacts in Dominica through: (i) investment in resilient infrastructure, and (ii) improved hazard data collection and monitoring systems.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P129992,2014-05-01T00:00:00Z,6/30/2023,,,70500000,,,70500000,"21,000,000",,Investment Project Financing,B,,Other Transportation,"Other Water Supply, Sanitation and Waste Management",Water Supply,,
P143362,Latin America and Caribbean,Federative Republic of Brazil,Closed,RURAL ENVIRONMENTAL CADASTRE AND FIRE PREVENTION IN PIAUÕ STATE PROJECT,"<span style=""font-family:times new roman,serif; font-size:8pt"">The</span><span style=""font-family:times new roman,serif; font-size:8pt""> Project&rsquo;s main objective is to promote the reduction of climate change impacts in the Cerrado of Southern Piau&iacute; State by: (i) promoting the environmental regularization of landholdings in the targeted municipalities; and (ii) preventing and combating forest fires through the integration of local actors and promoting the adoption of sustainable production practices in the targeted municipalities. </span>",,,https://projects.worldbank.org/en/projects-operations/project-detail/P143362,2014-04-08T00:00:00Z,12/31/2017,,,4400000,,,4400000,"4,400,000",,Investment Project Financing,B,,"Public Administration - Agriculture, Fishing & Forestry","Other Agriculture, Fishing and Forestry",,,
P145782,Latin America and Caribbean,Republic of Colombia,Closed,ACCESS WITH QUALITY TO HIGHER EDUCATION PROJECT-ACCES II -SOP PHASE 2,"The objective of the Project is to increase student enrollment, graduation and equity in higher education, by: (a) increasing the number of ACCES Student Loans and the ACCES Programís focus on students from disadvantaged socioeconomic backgrounds and in quality higher education institutions and programs; and (b) enhancing ICETEXís institutional capacity.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P145782,2014-04-01T00:00:00Z,3/15/2019,,,436000000,,,436000000,,,Investment Project Financing,C,,Tertiary Education,,,,
P130682,Latin America and Caribbean,Federative Republic of Brazil,Active,BR Espirito Santo Integrated Sustainable Water Management Project,"The objectives of the Project are to: (a) improve sustainable water resources management, and (b) increase access to sanitation in the Borrowerís territory.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P130682,2014-03-28T00:00:00Z,3/30/2023,,,323100000,,,323100000,,,Investment Project Financing,B,,Sanitation,Water Supply,"Public Administration - Water, Sanitation and Waste Management",,
