Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Consultant Services Required,Project URL,Board Approval Date,Project Closing Date,Last Stage Reached,Financing Type,Current Project Cost,IBRD Commitment,IDA Commitment,Total IDA and IBRD Commitment,Grant Amount,Borrower,Lending Instrument,Environmental Assessment Category,Environmental and Social Risk,Sector 1,Sector 2,Sector 3,Theme 1,Theme 2
P111667,Latin America and Caribbean,Republic of Haiti,Closed,AVIAN INFLUENZA CONTROL AND HUMAN INFLUENZA EMERGENCY PREPARDNESS AND CONTROL,"To minimize the threat posed to humans by highly-pathogenic avian influenza (HPAI) infection and other zoonoses, and to prepare for, control, and respond to influenza pandemics and other infectious disease emergencies in humans.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P111667,2008-07-14T00:00:00Z,6/30/2012,,,2130220,,,2130220,,,Emergency Recovery Loan,B,,"Public Administration - Agriculture, Fishing & Forestry",Public Administration - Health,"Agricultural Extension, Research, and Other Support Activities",,
P101171,Latin America and Caribbean,Argentine Republic,Closed,AR SOC&FISC NTL ID SYS II,"The project's development objective is to identify social and/or fiscal attributes of physical and legal persons in Argentina, through a sustainable information exchange system, aimed at improving the efficiency, effectiveness, and impact of social services and fiscal programs at all levels of government in Argentina.  The specific objectives to be pursued under this operation are: 1.	to expand and consolidate the network underlying the exchange of social and fiscal information among public agencies at the national, provincial, and municipal levels of government, with provisions to ensure data protection, accessibility, and the quality and accuracy of information; and 2.	to consolidate the institutionalization of SINTyS as an independent national entity responsible for coordinating and setting standards governing the exchange of information within Argentina's public sector.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P101171,2008-07-10T00:00:00Z,12/31/2013,,,28030000,,,28030000,,,Adaptable Program Loan,C,,Central Government (Central Agencies),Public Administration - Social Protection,Sub-National Government,,
P106589,Latin America and Caribbean,United Mexican States,Closed,Information Technology Development,"The general objective of the Project is to contribute to developing the IT and ITES Industry in Mexico, by improving its human skills, infrastructure, links between local and global companies, financing and legal and regulatory framework.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P106589,2008-07-10T00:00:00Z,12/31/2015,,,80000000,,,80000000,,,Specific Investment Loan,B,,ICT Services,Public Administration - Information and Communications Technologies,Other Information and Communications Technologies,,
P090044,Latin America and Caribbean,Co-operative Republic of Guyana,Closed,Bagasse Cogeneration,"The Guyana Bagasse Cogeneration Project (which is expected to receive financial payments to be made under the Clean Development Mechanism of the Kyoto Protocol, and therefore is hereafter referred to as the CDM Project) consists of the addition of a more efficient co-generation plant to the ongoing Skeldon Sugar Modernization Project (SSMP) -- a modern sugar factory that will manufacture Very High Pol (VHP) raw sugar.   The CDM Project will generate bagasse-based electricity for internal use as well as for sale to the Berbice regional grid, displacing the use of light fuel oil in diesel engine-driven generators operated by the Guyana Power and Light Company (GPL). As the utility currently has insufficient capacity, there is extensive use of self-generation by industry and households. The project thus has the potential to displace a significant amount of this unregulated and inefficient self-generation as confidence in reliable supply is progressively built over time.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P090044,2008-06-27T00:00:00Z,12/31/2015,,,2584050,,,2584050,,,Specific Investment Loan,B,,Renewable energy,Power,,,
P090119,Latin America and Caribbean,Argentine Republic,Closed,Energy Efficiency Project,"To reduce greenhouse emissions by removing the regulatory, financing and informational barriers  that prevent activities andinvestme nts in energy efficiency and energy conservation.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P090119,2008-06-26T00:00:00Z,5/31/2017,,,90595000,,,90595000,,,Specific Investment Loan,C,,Central Government (Central Agencies),Other Energy and Extractives,,,
P109058,Latin America and Caribbean,Republic of Honduras,Closed,HONDURAS ROAD REHABILITATION AND IMPROVEMENT II,Original To improve the quality of road network and of road management in support of the government's growth and competitiveness goals through:  (i) Improved governance and enhanced road management capacity in SOPTRAVI and the Road Fund; (ii) Improvement in selected road corridors; and (iii) Extension in the scope of the maintenance of the unpaved road network.  7.b Revised  To improve the quality of road network and of road management in support of the government's growth and competitiveness goals through:  (i) Improved governance and enhanced road management capacity in SOPTRAVI and the Road Fund; (ii) Improvement in selected road corridors; and (iii) Extension in the scope of the maintenance of the unpaved road network; and (iv) improvement of the Recipient capacity to respond promptly and effectively to an eligible emergency.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P109058,2008-06-17T00:00:00Z,5/31/2015,,,64600000,,,64600000,,,Specific Investment Loan,B,,Rural and Inter-Urban Roads,Central Government (Central Agencies),,,
P101209,Latin America and Caribbean,Republic of Honduras,Closed,Honduras Rural Competitiveness Project,The revised PDO is (a) to contribute to increased productivity and competitiveness among organized rural small-scale producers throu gh their participation in productive alliances and (b) to enable the Government to respond promptly and effectively to an eligible e mergency.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P101209,2008-06-17T00:00:00Z,6/30/2021,,,51200000,,,51200000,,,Investment Project Financing,B,,"Other Agriculture, Fishing and Forestry",Central Government (Central Agencies),"Agricultural markets, commercialization and agri-business",,
P109691,Latin America and Caribbean,Republic of Nicaragua,Closed,"Micro, Small and Medium Enterprise Development","The objective of the Project is to improve the competitiveness of micro, small, and medium enterprises (MSMEs) and the business climate that affects those firms.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P109691,2008-06-12T00:00:00Z,12/31/2014,,,20000000,,,20000000,,,Specific Investment Loan,B,,"Other Industry, Trade and Services",Central Government (Central Agencies),Banking Institutions,,
P106283,Latin America and Caribbean,Republic of Nicaragua,Closed,NI Rural Water Supply and Sanitation Project (PRASNICA),The Project Development Objective is to increase access by project beneficiaries to sustainable  water and sanitation services in rural areas.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P106283,2008-06-12T00:00:00Z,3/31/2015,,,23100000,,,23100000,,,Specific Investment Loan,B,,Sanitation,Water Supply,Other Public Administration,,
P109057,Latin America and Caribbean,Plurinational State of Bolivia,Closed,Emergency Recovery and Disaster Management Project (AF),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P109057,2008-06-05T00:00:00Z,,,,4400000,,,4400000,,,Emergency Recovery Loan,B,,"Other Water Supply, Sanitation and Waste Management",Rural and Inter-Urban Roads,Irrigation and Drainage,,
P106699,Latin America and Caribbean,Republic of Haiti,Closed,Haiti - Urban Community Driven Development Project / PRODEPUR,"To improve access to, and satisfaction with: (i) basic and social infrastructure and services, including housing repair, reconstruction and community infrastructure improvements needed as a result of the Emergency; and (ii) income-generating opportunities for residents of selected disadvantaged urban areas.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P106699,2008-06-03T00:00:00Z,12/31/2016,,,46700000,,,46700000,,,Specific Investment Loan,,,Other Public Administration,Other Education,Social Protection,,
P112133,Latin America and Caribbean,Republic of Haiti,Closed,Supplemental EGRO-II Development Policy Grant,"This DPL supports the Government's policy reforms aimed at: (a) promoting efficiency, transparency, and accountability in public resource use through public financial management and procurement reforms; (b) strengthening the public sector's human resource management and employees'accountability; (c) improving efficiency and transparency in public infrastructure management; and (d) supporting governance reforms in the education sector to promote accountability and transparency in the use of public education funds. The operation would also support ongoing efforts to help create a culture of public participation in the monitoring of economic governance reforms.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P112133,2008-05-29T00:00:00Z,12/31/2008,,,10000000,,,10000000,,,Development Policy Lending,,,Central Government (Central Agencies),Other Transportation,Energy Transmission and Distribution,,
P100635,Latin America and Caribbean,Organization of Eastern Caribbean States,Closed,OECS E-Government for Regional Integration Program (APL),"The overall development objective of the project is to promote the efficiency, quality, and transparency of public services through the delivery of regionally integrated e-government applications that apply economies of scale.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P100635,2008-05-27T00:00:00Z,2/28/2014,,,7200000,,,7200000,,,Adaptable Program Loan,C,,Central Government (Central Agencies),,,,
P098248,Latin America and Caribbean,Andean Countries,Closed,Adaptation to the Impact of Rapid Glacier Retreat in the Tropical Andes,"The broad development objective of the proposed project is to contribute to strengthening the resilience of local ecosystems and economies to the impacts of glacier retreat in the Tropical Andes, through the implementation of specific pilot adaptation activities that illustrate the costs and benefits of adaptation. The specific objectives of the project, in support of this broad objective, are: a) the effective integration of the implications of glacier retreat into the regional and local planning in glacierized basins; b) the inclusion of glacier retreat impacts in local, sector development projects; and c) generation of data on glacier dynamics.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P098248,2008-05-27T00:00:00Z,3/31/2014,,,35970000,,,35970000,,,Specific Investment Loan,B,,"Other Water Supply, Sanitation and Waste Management","Other Agriculture, Fishing and Forestry",Other Public Administration,,
P089866,Latin America and Caribbean,Dominican Republic,Closed,DO Electricity Distribution Rehabilitation Project,The Project development objective is to (a) increase the Cash Recovery Index of the three electricity distribution companies and (b) improve the quality of electricity service.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P089866,2008-05-20T00:00:00Z,9/30/2013,,,152100000,,,152100000,,,Specific Investment Loan,B,,Energy Transmission and Distribution,,,,
P111255,Latin America and Caribbean,Republic of Honduras,Closed,HN HIGHLY PATHOGENIC AVIAN INFLUENZA (H5N1) PREVENTION AND CONTROL,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P111255,2008-05-19T00:00:00Z,10/30/2011,,,300000,,,300000,,,Emergency Recovery Loan,C,,Fisheries,Livestock,"Agricultural Extension, Research, and Other Support Activities",,
P095673,Latin America and Caribbean,Jamaica,Closed,Jamaica Early Childhood Development Project,"The Project endorses the objectives of the National Strategic Plan.  Its development objectives are to:  improve parentingeducation and support programs; (ii) improve monitoring of children’s development, the screening of household level risks, and therisk mitigat ion and early intervention systems, (iii) enhance the quality of early childhood schools and care facilities; and (iv)strengthen ear ly childhood organizations and institutions.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P095673,2008-05-13T00:00:00Z,9/28/2018,,,15000000,,,15000000,,,Investment Project Financing,C,,Central Government (Central Agencies),Early Childhood Education,Health,,
P105024,Latin America and Caribbean,Jamaica,Closed,Social Protection Project,"The Project will support Jamaica in strengthening its social protection system.  To this end, it will: (i) further improve the effectiveness of the Program for Advancement Through Health and Education (PATH) to foster investment by poor families in human capital accumulation; (ii) develop a structured system for assisting working-age persons of PATH households seek and retain employment; (iii) enable the formulation of a reform program for the pension schemes for public sector workers; and (iv) develop a social protection strategy.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P105024,2008-05-13T00:00:00Z,3/30/2018,,,115000000,,,115000000,,,Investment Project Financing,,,Social Protection,Central Government (Central Agencies),Public Administration - Social Protection,,
P106622,Latin America and Caribbean,Jamaica,Closed,Jamaica Second HIV/AIDS Project,"The project development objectives are to assist in the implementation of the Governmentâ€™s national HIV/AIDS program through support to: (i) deepening of prevention  interventions targeted at high risk groups and for the general population (ii) increasing of access to treatment, care and support services for infected and affected individuals; (iii) strengthening of program management and analysis  to identify priorities for  strengthening the health sector capacity to respond to the HIV/AIDS epidemic and other priority health problems.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P106622,2008-05-13T00:00:00Z,3/31/2013,,,11540000,,,11540000,,,Specific Investment Loan,B,,Health,Waste Management,Social Protection,,
P110098,Latin America and Caribbean,Latin America,Closed,Regional Biosafety Communications,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P110098,2008-05-12T00:00:00Z,6/30/2012,,,1920000,,,1920000,,,Technical Assistance Loan,C,,"Other Agriculture, Fishing and Forestry",Other Information and Communications Technologies,,,
P109932,Latin America and Caribbean,Dominican Republic,Closed,DO Emergency Recovery & Disaster Mgmt,"The project development objective is to: (i) restore and strengthen priority, irrigation, electricity, water, and sanitation infrastructure damaged by Tropical Storms Olga and Noel or at risk of damage from future storms, and (ii) strengthen INDRHI s and CDEEE’s capacity for future risk management.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P109932,2008-05-01T00:00:00Z,10/31/2016,,,80000000,,,80000000,,,Emergency Recovery Loan,B,,"Other Water Supply, Sanitation and Waste Management",Energy Transmission and Distribution,Irrigation and Drainage,,
P106038,Latin America and Caribbean,Federative Republic of Brazil,Closed,BR  Sao Paulo Trains and Signalling,"The proposed development objective is to: a) improve the level-of-service provided to the urban rail transport users in the São Paulo Metropolitan Region in a safe and cost-efficient manner by increasing the peak-hour and off-peak carrying capacity of Lines A and F of the Companhia Paulista de Trens Metropolitanos(CPTM) and Lines 1, 2 and 3 of the São Paulo Metro Company (Metro); and b) continuethe strengthening of the transport management and policy framework in  the SPMR.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P106038,2008-05-01T00:00:00Z,4/30/2015,,,1550000000,,,1550000000,,,Specific Investment Loan,B,,Urban Transport,Sub-National Government,,,
P101324,Latin America and Caribbean,Federative Republic of Brazil,Closed,Minas Gerais Partnership II SWAP,(i) To help the State of Minas Gerais improve the efficiency and effectiveness of public resource use and allocation for economic and social development; (ii) to support the adoption of innovations in public management by the State; and (iii) to support the State in strengthening its results-based management system of monitoring and evaluation of results.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P101324,2008-05-01T00:00:00Z,10/31/2014,,,1437000000,,,1437000000,,,Specific Investment Loan,B,,Sub-National Government,Rural and Inter-Urban Roads,Health,,
P106621,Latin America and Caribbean,Republic of Haiti,Closed,HT - MEETING TEACHER NEEDS FOR EFA,"Haiti aims to improve access and learning in basic education and to reach Education For All (EFA) by 2015.  In order to achieve this, a greater number of higher quality teachers is needed, among other inputs.  This project would support the Government of Haiti (GoH) in the development and implementation of an accelerated teacher preparation program.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P106621,2008-04-29T00:00:00Z,6/30/2012,,,5860000,,,5860000,,,Specific Investment Loan,C,,Tertiary Education,Central Government (Central Agencies),Sub-National Government,,
P095626,Latin America and Caribbean,Federative Republic of Brazil,Closed,Second Family Health Extension Adaptable Lending,"The objectives of the second phase APL are: (i) increase access to Family Health-based primary care in large, urban municipalities; (ii) raise the technical quality of and patient satisfaction with primary care; and (iii) improve the efficiency and effectiveness of Family Health service providers as well as the broader delivery system.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P095626,2008-04-25T00:00:00Z,12/31/2014,,,166700000,,,166700000,,,Adaptable Program Loan,B,,Health,Sub-National Government,Central Government (Central Agencies),,
P082908,Latin America and Caribbean,Republic of Colombia,Closed,Colombia Rural Education Project (APL Phase II),"The objective of the Project is to increase rural population#s access to quality education from pre-school to upper secondary level, promote higher retention of children and youths in the school system and improve education programs relevant to rural communities and their school populations.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P082908,2008-04-17T00:00:00Z,11/30/2015,,,50000000,,,50000000,,Ministerio de EducaciÃ³n Nacional,Adaptable Program Loan,C,,Sub-National Government,Central Government (Central Agencies),Primary Education,,
P105029,Latin America and Caribbean,Republic of Colombia,Closed,Third Programmatic Business Product and Efficiency Development Policy Loan,"The DO is to  support sustainable growth and alleviation of poverty by:
  - Facilitating the operation of businesses and promoting investment to boost productivity and employment levels; and
 - Consolidating the financial sector and capital markets as pillars of economic growth to address the needs of individuals (particularly the poor and underserved) and the productive sector.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P105029,2008-04-08T00:00:00Z,6/30/2011,,,550000000,,,550000000,,,Development Policy Lending,,,"Other Industry, Trade and Services",Other Non-bank Financial Institutions,Other Energy and Extractives,,
P105959,Latin America and Caribbean,Federative Republic of Brazil,Closed,BR Sao Paulo Metro Line 4 - Additional Financing,"The main objective of the project is to improve the quality and long-term sustai nability of urban transport in the SPMR by interconnecting the existing subway, commuter rail and bus networks through the construction of  METRO's Line 4 .  Su bsidiary objectives are:i) to improve the accessibility of the low-income popula tion who are the main users of the METRO to employment centers and health and ed ucation facilities; and ii) to seek private sector participation in the developm ent of Line 4.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P105959,2008-04-08T00:00:00Z,,,,190000000,,,190000000,,,Specific Investment Loan,A,,Urban Transport,,,,
P110849,Latin America and Caribbean,United Mexican States,Closed,Mexico - Climate Change Development Policy Loan,The development objective of the operation is to assist the Government of Mexico in integrating climate change considerations in public policy.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P110849,2008-04-08T00:00:00Z,7/19/2011,,,501250000,,,501250000,,,Development Policy Lending,,,"Other Water Supply, Sanitation and Waste Management",Other Energy and Extractives,Forestry,,
