Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Consultant Services Required,Project URL,Board Approval Date,Project Closing Date,Last Stage Reached,Financing Type,Current Project Cost,IBRD Commitment,IDA Commitment,Total IDA and IBRD Commitment,Grant Amount,Borrower,Lending Instrument,Environmental Assessment Category,Environmental and Social Risk,Sector 1,Sector 2,Sector 3,Theme 1,Theme 2
P064919,Latin America and Caribbean,Republic of El Salvador,Closed,JUDICIAL MODERNIZATION PROJECT,"The project development objective is to improve El Salvador's judicial system by promoting measures aimed at enhancing the effectiveness, accessibility and credibility of its Judicial Branch, through a participatory process involving judges, technical and administrative staff and users of the judicial system.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P064919,2002-08-01T00:00:00Z,11/30/2010,,,24050000,,,24050000,,,Technical Assistance Loan,C,,Other Public Administration,Law and Justice,Other Information and Communications Technologies,,
P076715,Latin America and Caribbean,Grenada,Closed,Grenada: HIV/AIDS Prevention and Control,"The project development objective is to assist the Government of Grenada to cont rol the spread of HIV/AIDS and to mitigate its socio-economic impact through: (a ) scaling up prevention services for both high risk groups and the general popul ation; (b) expanding and strengthening treatment, care and support for people li ving with HIV/AIDS (PLWHA); and (c) strengthening the institutional capacity of the Ministry of Health, other Government agencies and civil society organization s to ensure an effective multi-sectoral response to the epidemic.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P076715,2002-07-25T00:00:00Z,6/30/2009,,,7220000,,,7220000,,,Adaptable Program Loan,B,,Health,Central Government (Central Agencies),Law and Justice,,
P074777,Latin America and Caribbean,Federative Republic of Brazil,Closed,Municipal Pension TAL,"The objective of the Municipal Pension Reform Project (PREV-MUN# or Programa de Apoio a Previdencia dos Municipios in Brazil) is to  upgrade municipal pension management. The specific objectives are to:  (i) address critical pension problems in 26 of Brazil's most important municipalities comprising many state capitals plus large muni cipalities, and (ii) strengthen the capacity of the Ministry of Social Security and Social Assistance (MPAS) to carry out its legal mandate to provi de technical assistance, monitor and evaluate pension management and validate performance. Note that if loan objectives are met successfully they will contribute to the alleviation of much of municipal pension debt since ar ound 90% is accounted for by the largest 50 municipalities. Also, problems in other municpalities will be addressed as the large mun icipalities will be ""multipliers"" and examples for smaller/contiguous ones.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P074777,2002-07-25T00:00:00Z,11/30/2009,,,10000000,,,10000000,,,Technical Assistance Loan,C,,Public Administration - Social Protection,,,,
P060686,Latin America and Caribbean,United Mexican States,Closed,Municipal Development in Rural Areas,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P060686,2002-07-16T00:00:00Z,12/31/2006,,,642800000,,,642800000,,,Specific Investment Loan,B,,Sub-National Government,"Other Industry, Trade and Services","Other Water Supply, Sanitation and Waste Management",,
P070108,Latin America and Caribbean,United Mexican States,Closed,Savings and Credit Sector Strengthening and Rural Microfinance Capacity Building,"The project's main objective is to contribute to the integration of low-income people into the national economy, and to the realization of their income generating potential by improving their access to financial services.  This is proposed to be achieved by: (a) consolidating the rural financial institutions sector (including setting up an information system and providing training to institutional staff), and enhanced and rigorous supervision of the performance of the participating institutions, at both the principal (CNBV) and auxiliary levels (Confederation and Federations); (b) improving the outreach capacity of the rural financial institutions and evolving newer and relevant financial instruments on the one hand, and providing technical assistance and training to communities in marginal areas to link up with these financial institutions, on the other; and (c) undertaking studies to inform the strategy and policy relating to rural finance.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P070108,2002-07-02T00:00:00Z,2/28/2011,,,85400000,,,85400000,"3,500,000",,Technical Assistance Loan,C,,Other Non-bank Financial Institutions,,,,
P078280,Latin America and Caribbean,Republic of Peru,Closed,TFSCB Grant for Economic and Social Data about Afro-Peruvians,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P078280,2002-07-01T00:00:00Z,4/30/2003,,,45238.9,,,45238.9,,,Technical Assistance Loan,C,,"Adult, Basic and Continuing Education",,,,
P066170,Latin America and Caribbean,Federative Republic of Brazil,Closed,Rural Poverty Reduction Project - Rio Grande do Norte,"The Project would assist the State of Rio Grande do Norte to reduce high levels of rural poverty by:  (a) improving well-being and incomes of the rural poor through better access to basic social and economic infrastructure and services and support for productive activities, using proven community-driven development techniques; (b) increasing the social capital of rural communities to organize collectively to meet own needs; (c) enhancing local governance by greater citizen participation and transparency in decision-making, through the creation and strengthening of community associations and Municipal Councils; and (d) fostering closer integration of development policies, programs and projects at the local level, by assisting Municipal Councils to extend their role in seeking funding, priority-setting and decision-making over resource allocation.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P066170,2002-06-27T00:00:00Z,12/31/2010,,,30000000,,,30000000,,,Specific Investment Loan,B,,Other Non-bank Financial Institutions,,,,
P076853,Latin America and Caribbean,Republic of Guatemala,Closed,Financial Sector Technical Assistance Loan,To provide technical assistance to support the implementation of the Government's financial sector reform program aimed at restoring the soundness of the financial system. The FSTAL will provide assistance for: (i) closing and liquidating insolvent banks; (ii) recapitalizing weak but viable banks; (iii) strengthening overall financial regulation and supervision; and (iv) fostering market discipline and competition among financial intermediaries.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P076853,2002-06-25T00:00:00Z,6/30/2009,,,5900000,,,5900000,,,Technical Assistance Loan,C,,Banking Institutions,Other Non-bank Financial Institutions,,,
P074530,Latin America and Caribbean,Republic of Guatemala,Closed,Guatemala Financial Sector Adjustment Loan,"The broader policy objective of this loan is to assist the Guatemalan Government to implement its Financial Sector Reform Program, aimed at bringing about a stronger and better functioning banking sector, able to withstand external shocks and to increase prudent lending to the private sector, opening access to groups and enterprises today largely excluded from bank financing (micro, rural and SME financing).",,,https://projects.worldbank.org/en/projects-operations/project-detail/P074530,2002-06-25T00:00:00Z,3/31/2007,,,350000000,,,350000000,"200,000,000",,Structural Adjustment Loan,U,,Banking Institutions,Insurance and Pension,Central Government (Central Agencies),,
P056018,Latin America and Caribbean,Republic of Nicaragua,Closed,LAND ADMINISTRATION,"The long-term development objective of the Land Administration Project is to improve the security of land tenure and thereby:  (i) develop and establish a national policy, legal, institutional and technical framework to support a systematic property rights administration that is efficient, reliable and equitable; (ii) develop, implement and validate a systematic methodology, which would accelerate and improve the processing of requests for new titles and title reviews in three departments so that it could be subsequently applied nationwide; eliminate backlog of title requests; (iii)  achieve substantial progress in the recognition and definition of Indigenous Peoples land rights and demarcate 15 territories and community lands; (iv) achieve substantial progress in the definition and demarcation of existing and proposed protected areas and critical habitats.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P056018,2002-06-18T00:00:00Z,4/30/2013,,,45298275,,,45298275,,,Specific Investment Loan,B,,Central Government (Central Agencies),Sub-National Government,Social Protection,,
P077602,Latin America and Caribbean,United Mexican States,Closed,Tax Administration Institutional Development Project,The project's objective is to increase government tax collection by facilitating voluntary compliance and reducing tax evasion there by improving the efficiency and effectiveness of the Mexican Government's Tax Administration Service (SAT).,,,https://projects.worldbank.org/en/projects-operations/project-detail/P077602,2002-06-18T00:00:00Z,12/31/2007,,,82000000,,,82000000,,,Technical Assistance Loan,C,,Central Government (Central Agencies),,,,
P074750,Latin America and Caribbean,United Mexican States,Closed,Tax Reform Adjustment Loan Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P074750,2002-06-18T00:00:00Z,6/30/2003,,,303040000,,,303040000,,,Structural Adjustment Loan,U,,Central Government (Central Agencies),"Other Industry, Trade and Services",Other Education,,
P068121,Latin America and Caribbean,Latin America,Closed,Environmental Protection and Sustainable Development of the Guarani Aquifer System Project,"Sustainable use and management of the Guarani Aquifer System in Argentina, Brazil, Paraguay and Uruguay for current and future generations, supported by the joint development and implementation of an adequate, functioning aquifer management  framework, based on sustainable technical, scientific, institutional, legal, financial, political, and environmental grounds.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P068121,2002-06-13T00:00:00Z,1/31/2009,,,26760000,,,26760000,,,Technical Assistance Loan,B,,Central Government (Central Agencies),Social Protection,Other Education,,
P057653,Latin America and Caribbean,Federative Republic of Brazil,Closed,FUNDESCOLA IIIA (THIRD SCHOOL IMPROVEMENT PROJECT),No change in the PDO. Restructuring only included an additional disbursement cat egory supporting some school construction.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P057653,2002-06-13T00:00:00Z,6/30/2008,,,320000000,,,320000000,,,Adaptable Program Loan,B,,Primary Education,Sub-National Government,Tertiary Education,,
P077712,Latin America and Caribbean,St. Lucia,Closed,ST. LUCIA Education Development Project,"The overall program objective is to build human capital in the OECS which, in tu rn, will contribute to the diversification of their economy and more sustainable  growth.  This objective will be achieved by:  (i) increasing access to secondar y education; (ii) improving the quality of the teaching and learning process, wi th more direct interventions at the school level and a focus on student-centered  learning, and (iii) strengthening management of the sector and governance of sc hools.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P077712,2002-06-13T00:00:00Z,9/30/2008,,,19150000,,,19150000,,,Adaptable Program Loan,B,,Secondary Education,Tertiary Education,Central Government (Central Agencies),,
P066259,Latin America and Caribbean,Federative Republic of Brazil,Closed,2nd Programmatic Financial Sector Adjustment Loan,"Project Development Objective (Note: will be disclosed in the MOS)  XXXXXX Board Schedule Comments 2/28/00:  Moved from FY04 to FY01 as part of the cleanup proces s and be consistent with CAS. ----------- Note for the PCD Date:  No PCD review will be held as this is the second in a series of programmatic loans and project concept is essentially unchanged.  (AKumar dated Feb 22, 2002)",,,https://projects.worldbank.org/en/projects-operations/project-detail/P066259,2002-06-13T00:00:00Z,12/31/2002,,,404040000,,,404040000,,,Programmatic Structural Adjustment Loan,U,,Other Non-bank Financial Institutions,,,,
P076905,Latin America and Caribbean,Federative Republic of Brazil,Closed,Energy Sector Reform Loan,Project Development Objective (Note: will be disclosed in the MOS)  Board Schedule Comments,,,https://projects.worldbank.org/en/projects-operations/project-detail/P076905,2002-06-13T00:00:00Z,12/31/2002,,,1054550000,,,1054550000,,,Sector Adjustment Loan,C,,Renewable Energy Hydro,Other Energy and Extractives,,,
P075978,Latin America and Caribbean,St. Kitts and Nevis,Closed,ST. KITTS & NEVIS EDUCATION DEVELOPMENT PROJECT,"The overall program objective is to build h uman capital in the OECS which, in turn, will contribute to the diversification of their economy and more sus tainable growth.  This objective will be achieved by:  (i) increasing access to secondary education; (ii) imp roving the quality of the teaching and learning process, with more  direct interventions at the school level a nd a focus on student-centered learning, and (iii) strengthening  management of the sector and governance of schools.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P075978,2002-06-13T00:00:00Z,6/30/2009,,,6970000,,,6970000,,,Adaptable Program Loan,B,,Secondary Education,Tertiary Education,Central Government (Central Agencies),,
P087390,Latin America and Caribbean,Republic of Ecuador,Closed,JSDF Grant: Law and Justice for the Poor (TF051227),"PROJ AIMS AT INCREASING EFFICIENCY,EFFECTIVENESS AND TRANSPARENCY IN JUDICIAL PROCESS BY:IMPROVING ADM.&CASE MGMT PROCEDURES AND INTRODU- CING SPEC. LEAL ED. PROGS. FOR JUDGES; IMPROVING ACCESS TO JUSTICE; EXPANDINGN USE OF ALTERNATIVE DISPUTE RESOLUTION MECHANISMS; & PROVI- DING AN ADEQUATE JUDICIAL INFRASTRUCTURE.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P087390,2002-06-06T00:00:00Z,5/30/2006,,,1780000,,,1780000,,,Poverty Reduction Support Credit,C,,Law and Justice,,,,
P069923,Latin America and Caribbean,St. Vincent and the Grenadines,Closed,Emergency Recovery and Disaster Management Project,"The program aims at strengthening St. Vincent's ability to manage efficiently and effectively emergency situations, in order to reduce the likelihood of loss of life and assets.  The project also aims at enhancing the capacity of disaster management agencies and mitigates the adverse effects of disasters that regularly strike the island, in particular, floods, landslides, sea surges, and hurricanes.  To this end, the project aims to support the strengthening of physical infrast ructure to better weather natural disasters and enhancing institutional capacity in order to improve responsiveness once disasters have struck.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P069923,2002-05-29T00:00:00Z,6/30/2006,,,6810000,,,6810000,,,Adaptable Program Loan,B,,Central Government (Central Agencies),ICT Services,"Other Industry, Trade and Services",,
P070552,Latin America and Caribbean,Federative Republic of Brazil,Closed,Parana Biodiversity Project (GEF),"The primary objectives of the Paraná Biodiversity Project are to: (i) support biodiversity conservation and sustainable natural resource management in two highly threatened ecoregions in the State of Paraná, i.e., the Brazilian Inland Atlantic Rainforest and Araucaria Forest; and ii) design and implement a model for improving biodiversity conservation in Paraná.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P070552,2002-05-21T00:00:00Z,1/31/2009,,,32857000,,,32857000,"8,000,000",,Specific Investment Loan,B,,"Agricultural Extension, Research, and Other Support Activities",Sub-National Government,"Other Agriculture, Fishing and Forestry",,
P053575,Latin America and Caribbean,Republic of Honduras,Closed,Health System Reform Project,"The proposed project will support Honduras' reform program aimed at extending and improving health care coverage and quality by implementing its health reform strategy.  The project will  improve access and quality of health care services for the low income population served by the Ministry of Health (MOH).  It will also support the ongoing efforts to improve the performance of the Honduran Social Security Institute (IHSS) and to ensure that increased social security contributions, as mandated by the Law amending the 1959 Social Security Law recently approved by the Honduran Congress, result in expanded membership and quality of services to the insured population.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P053575,2002-05-07T00:00:00Z,5/31/2010,,,31000000,,,31000000,,,Specific Investment Loan,B,,Health,Public Administration - Health,Central Government (Central Agencies),,
P077949,Latin America and Caribbean,Republic of Ecuador,Closed,Agricultural Census and Information System Technical Assistance (Supplemental),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P077949,2002-04-25T00:00:00Z,,,,4800000,,,4800000,,,Specific Investment Loan,B,,Central Government (Central Agencies),,,,
P043869,Latin America and Caribbean,Federative Republic of Brazil,Closed,Santa Catarina Natural Resources Management and Rural Poverty Reduction Project,"The project objective is to reduce rural pove rty in the State of Santa Catarina, while improving the management of natural resources. Poor rural families incomes and livelihoods would be improved by:  (i) support for Government efforts to integrate environmental and social sustainability into development and poverty reduction strategies; (ii) enhanced local governance a nd community participation in decision-making; (iii) reversed land  degradation and better protection of the S tates natural resources; and (iv) improvements to income-generating  opportunities and living conditions for the rural poor.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P043869,2002-04-25T00:00:00Z,9/30/2009,,,107500000,,,107500000,,,Specific Investment Loan,B,,"Other Agriculture, Fishing and Forestry",Social Protection,Sub-National Government,,
P070937,Latin America and Caribbean,Oriental Republic of Uruguay,Closed,Third Basic Education Quality Improvement Project,.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P070937,2002-04-25T00:00:00Z,12/31/2012,,,91910000,,,91910000,,,Specific Investment Loan,B,,Primary Education,Early Childhood Education,Tertiary Education,,
P068968,Latin America and Caribbean,Plurinational State of Bolivia,Closed,Road Rehabilitation and Maintenance Project,"The project  development objective is to improve road transitability and accessibility through the rehabilitation  of key segments of the national and secondary road networks and the strengthening of the country's capacity to manage road assets.  At a broader level, the project seeks to preserve economic development along key road links of the national network and facilitate the social and economic integration of the regions and communities in the area of influence of those links.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P068968,2002-04-16T00:00:00Z,6/30/2011,,,284000000,,,284000000,,,Specific Investment Loan,B,,Rural and Inter-Urban Roads,,,,
P074641,Latin America and Caribbean,Jamaica,Closed,Second HIV/AIDS Project,"In order to mitigate the socio-economic impact of HIV/AIDS, the Project Development Objectives are to:  (a) reduce HIV transmission, especially by targetin g high-risk groups and reducing stigma;  (b) improve treatment, care and support for PLWHA; and (c) strengthe n the national capacity to respond to the epidemic.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P074641,2002-03-29T00:00:00Z,5/31/2008,,,31500000,,,31500000,,,Adaptable Program Loan,B,,Health,Social Protection,Central Government (Central Agencies),,
P074218,Latin America and Caribbean,Republic of Ecuador,Closed,Public Sector Financial Management Project,"Improved effectiveness and transparency in financial management in the general government sector. Contribute to better governance through greater transparency attained by the independent verification of the integrity of government financial reporting  These tasks will be achieved through the consolidation, expansion and upgrade of SIGEF (Sistema Integrado de Gestión Financiera) as well as through the development of the CGE's Auditing Capacity (Contraloría General del Estado).",,,https://projects.worldbank.org/en/projects-operations/project-detail/P074218,2002-03-26T00:00:00Z,2/27/2009,,,18840000,,,18840000,,,Technical Assistance Loan,C,,Central Government (Central Agencies),ICT Services,Public Administration - Information and Communications Technologies,,
P057531,Latin America and Caribbean,United Mexican States,Closed,Basic Education Development Phase II,PHASE II OF PROPOSED PROJECT UNDER APL PROCESS,,,https://projects.worldbank.org/en/projects-operations/project-detail/P057531,2002-03-21T00:00:00Z,6/30/2004,,,741100000,,,741100000,,,Adaptable Program Loan,C,,Primary Education,Tertiary Education,Secondary Education,,
P069269,Latin America and Caribbean,Republic of Paraguay,Closed,Pilot Community Development Project,"Contribute to poverty reduction among poor urban and rural households of in the departments of Itapúa, Misiones and Ñeembucú departm ents, by supporting actions that promote poverty reduction, generation of social capital and social inclusion.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P069269,2002-03-21T00:00:00Z,12/31/2008,,,11182900,,,11182900,,,Specific Investment Loan,B,,Central Government (Central Agencies),"Other Agriculture, Fishing and Forestry","Other Industry, Trade and Services",,
P068271,Latin America and Caribbean,Republic of Chile,Closed,Chile: Life-long Learning and Training Project,"1. Reduce the social deficit in the provision of lifelong education and training opportunities for young adults and adults, especially those who are unemploye d or living in conditions of poverty, and those who seek a second chance to improve their employability and quality of life.  2. Upgrade the skill level of the Chilean workforce to improve its productivity and co mpetitiveness.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P068271,2002-03-19T00:00:00Z,12/31/2009,,,150750000,,,150750000,,,Specific Investment Loan,C,,Tertiary Education,Workforce Development and Vocational Education,Central Government (Central Agencies),,
P057665,Latin America and Caribbean,Federative Republic of Brazil,Closed,FAMILY HEALTH EXTENSION PROGRAM,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P057665,2002-03-14T00:00:00Z,6/30/2007,,,136000000,,,136000000,,,Adaptable Program Loan,C,,Health,Central Government (Central Agencies),,,
P066175,Latin America and Caribbean,Republic of Guatemala,Closed,INTEGRATED FINANCIAL MANAGEMENT III - TECHNICAL ASSISTANCE PROJECT,"The project restructuring and additional financing is expected to deepen and consolidate reforms initiated under the SIAF project geared to increase public sector efficiency and transparency at the central and municipal levels in the areas of public finance planning, management, and control by strengthening the processes and systems and supporting the institutionalization of these processes and systems through the transfer of ownership to the relevant institutions.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P066175,2002-03-14T00:00:00Z,6/30/2011,,,33200000,,,33200000,,,Technical Assistance Loan,C,,Central Government (Central Agencies),Sub-National Government,,,
P077680,Latin America and Caribbean,Commonwealth of Dominica,Closed,Emergency Recovery Project,"The loan/credit was amended to create an adiditonal development objective to all ow for the disbursement of the remaining US$ 225,000 of project savings through to support the recovery effort following the November 2004 earthquake.  The amen dment was signed on February 25, 2005 and the funds have been disbursed.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P077680,2002-03-07T00:00:00Z,6/30/2005,,,3900000,,,3900000,,,Emergency Recovery Loan,C,,Other Energy and Extractives,,,,
P077687,Latin America and Caribbean,St. Lucia,Closed,Emergency Recovery Project,"To help safeguard and maintain the productive capacity of the country's tourism sector, notably by securing the industry's energy needs in the aftermath of the September 11th events  To enhance security at key airport and seaport facilities in line with international standards, with the aim of preventing acts of terrorism and safeguarding the sub-region's image as a safe destination; and To strengthen the country's institutional capacity to develop and implement security plans, procedures and measures as mandated by the international civil aviation and maritime transport regulatory agencies.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P077687,2002-03-07T00:00:00Z,12/31/2005,,,7400000,,,7400000,,,Emergency Recovery Loan,C,,Other Energy and Extractives,,,,
P076822,Latin America and Caribbean,St. Vincent and the Grenadines,Closed,Emergency Recovery Project,"To help safeguard and maintain the productive cap acity of the country's tourism sector, notably by securing the industry's energy needs in the aftermath of the September 11th events  To enhance security at key airport and seaport facilities in line with international standards, with the aim of preventing furthe r acts of terrorism and safeguarding the sub-region's image as a safe  destination; and To strengthen the country's institutional capacity to develop and implement security plan s. procedures and measures as mandated by the international civil aviation and maritime transport regulatory agencies.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P076822,2002-03-07T00:00:00Z,12/31/2005,,,3800000,,,3800000,,,Emergency Recovery Loan,C,,Ports/Waterways,,,,
P077684,Latin America and Caribbean,St. Kitts and Nevis,Closed,Emergency Recovery Project,"To help safeguard and maintain the productive c apacity of the country's tourism sector, notably by securing the industry's energy needs in the aftermath of the September 11th events  To enhance securit y at key airport and seaport facilities in line with international  standards, with the aim of preventing furt her acts of terrorism and safeguarding the sub-region's image as a safe  destination; and To strengthen the country's institutional capacity to develop and implement security pl ans. procedures and measures as mandated by the international civil aviation and maritime transport regulator y agencies.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P077684,2002-03-07T00:00:00Z,12/31/2005,,,5200000,,,5200000,,,Emergency Recovery Loan,C,,Other Energy and Extractives,,,,
P077682,Latin America and Caribbean,Grenada,Closed,Emergency Recovery Project,"To help safeguard and maintain the productiv e capacity of the country's tourism sector, notably by securing the industry's energy needs in the aftermath of the September 11th events  To enhance secu rity at key airport and seaport facilities in line with international  standards, with the aim of preventing f urther acts of terrorism and safeguarding the sub-region's image as a  safe destination; and To strengthen the country's institutional capacity to develop and implement securit y plans. procedures and measures as mandated by the international civil aviation and maritime transport regul atory agencies.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P077682,2002-03-07T00:00:00Z,6/30/2006,,,4500000,,,4500000,,,Emergency Recovery Loan,C,,Other Energy and Extractives,,,,
